"horizon","model","model_family","n_evaluation","RMSE","MAE","bias","correlation","benchmark_RMSE","benchmark_MAE","relative_RMSE","relative_MAE","RMSE_rank","MAE_rank","target_code","target_name"
6,"AR(4)","Baseline",88,0.00325577019302092,0.00226911129560062,0.001105524362675,-0.297544654756918,0.00366209938547193,0.00277569199637842,0.889044739183494,0.817493907307163,7,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
6,"LASSO","Regularization",88,0.00335670692944309,0.00239816674238764,0.00121160943257111,0.0104275112004681,0.00366209938547193,0.00277569199637842,0.916607272527783,0.86398878028133,8,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
6,"ElasticNet","Regularization",88,0.00339364234881414,0.00242778350364087,0.00122412760146216,0.0218161671870933,0.00366209938547193,0.00277569199637842,0.926693131889649,0.874658826270536,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
6,"Factor","Factor",88,0.00340841903193684,0.00235753698928176,0.00105668118728661,0.0204306576087347,0.00366209938547193,0.00277569199637842,0.930728162501139,0.849351077986227,10,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
6,"RW","Baseline",88,0.00366209938547193,0.00277569199637842,0.000227132729149679,0.23501267910981,0.00366209938547193,0.00277569199637842,1,1,11,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
6,"Ridge","Regularization",88,0.00368672643591861,0.00250853284538453,0.00112396230721958,0.067814198252246,0.00366209938547193,0.00277569199637842,1.00672484491939,0.903750433642326,12,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"Ensemble_Median","Ensemble",88,0.00320637228021835,0.00222519743333944,0.00108630984256683,-0.0875543222520758,0.00421512104272294,0.00310252040020217,0.760683322666118,0.71722249858355,1,1,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"Ridge","Regularization",88,0.00322116766751332,0.00222644085949656,0.00109527903618087,-0.07900757712097,0.00421512104272294,0.00310252040020217,0.764193396788546,0.717623277948945,2,2,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"LASSO","Regularization",88,0.00322166640507639,0.00224872495680157,0.00119907687449985,-0.134695565366966,0.00421512104272294,0.00310252040020217,0.764311717842204,0.724805856765693,3,4,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"XGBoost","Boosting",88,0.00322464286249632,0.0022651311952116,0.00105960385517275,-0.10904097418301,0.00421512104272294,0.00310252040020217,0.765017855907935,0.730093892392776,4,6,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"Ensemble_Mean","Ensemble",88,0.0032311086593913,0.00229869189576126,0.00102053656970216,-0.118724448869185,0.00421512104272294,0.00310252040020217,0.766551808748065,0.740911130064277,5,7,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"ElasticNet","Regularization",88,0.00323372062786151,0.00225210644104234,0.00119867764772563,-0.226573052192321,0.00421512104272294,0.00310252040020217,0.767171475050346,0.725895771997368,6,5,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"Ensemble_InvRMSE","Ensemble",88,0.00324425173593161,0.00230328867064954,0.00104603946351632,-0.151224874487849,0.00421512104272294,0.00310252040020217,0.769669886831019,0.742392756063569,7,8,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"AR(4)","Baseline",88,0.0032596657832036,0.00223212545862281,0.00124918363804593,0.0402997318214611,0.00421512104272294,0.00310252040020217,0.773326732533849,0.719455529922497,8,3,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"RandomForest","Tree",88,0.00335973118217084,0.00239507820006155,0.00102928461316521,-0.159990796205582,0.00421512104272294,0.00310252040020217,0.797066358977079,0.771978227735578,9,10,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"Factor","Factor",88,0.00338598711589932,0.00232476237238241,0.00124348295147631,-0.063472626807845,0.00421512104272294,0.00310252040020217,0.803295345870304,0.74931412932238,10,9,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"BorutaRF","FeatureSelection+Tree",88,0.00344937329201086,0.00253650543315227,0.000851761784572475,-0.191540860377139,0.00421512104272294,0.00310252040020217,0.818333152725452,0.817562854054717,11,11,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
12,"RW","Baseline",88,0.00421512104272294,0.00310252040020217,0.000258478726480438,-0.00950335886706601,0.00421512104272294,0.00310252040020217,1,1,12,12,"CPIAUCSL","Consumer Price Index: All Items [CPIAUCSL]"
1,"AR(4)","Baseline",90,0.0019314767520052,0.00147561341881384,0.000556197452222955,0.519127313579661,0.00206899663138244,0.00145694992248573,0.933533057864212,1.01280997791349,1,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"BorutaRF","FeatureSelection+Tree",90,0.00194691697476759,0.00149662013780926,0.000755591678618124,0.560419947041957,0.00206899663138244,0.00145694992248573,0.940995719972111,1.02722826276406,2,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"Ensemble_InvRMSE","Ensemble",90,0.00195455276023526,0.00148998899979772,0.000771328936213748,0.558484215119314,0.00206899663138244,0.00145694992248573,0.944686294114116,1.02267687914463,3,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"Ensemble_Mean","Ensemble",90,0.00196504379272878,0.00149871268838471,0.000792928499215621,0.558655625819667,0.00206899663138244,0.00145694992248573,0.949756883565246,1.02866451705336,4,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"Ensemble_Median","Ensemble",90,0.0020054613487865,0.00154021137866032,0.000875753509839854,0.556742615832656,0.00206899663138244,0.00145694992248573,0.969291741884816,1.05714778173881,5,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"Factor","Factor",90,0.00203313580512492,0.00154648466697926,0.000699206663073903,0.502049165526356,0.00206899663138244,0.00145694992248573,0.982667527963276,1.06145354971485,6,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"RW","Baseline",90,0.00206899663138244,0.00145694992248573,4.60792884331478e-05,0.544053011539791,0.00206899663138244,0.00145694992248573,1,1,7,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"LASSO","Regularization",90,0.00207310897114259,0.00155973731153906,0.00093911773764106,0.519331177697253,0.00206899663138244,0.00145694992248573,1.00198760099353,1.07054970625068,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"XGBoost","Boosting",90,0.0020888443750472,0.00156855266563679,0.00096035493909402,0.539878771041102,0.00206899663138244,0.00145694992248573,1.00959293184131,1.07660026019333,9,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"RandomForest","Tree",90,0.00209246570196727,0.00161965494875987,0.000926958144694609,0.500564990095963,0.00206899663138244,0.00145694992248573,1.01134321353107,1.11167509861735,10,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"ElasticNet","Regularization",90,0.00211458199256579,0.00158694850029173,0.000987756708678398,0.502604922952875,0.00206899663138244,0.00145694992248573,1.02203259323477,1.08922652439845,11,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"Ridge","Regularization",90,0.00247558122646766,0.00180305060677989,0.00126509388048438,0.287999291932665,0.00206899663138244,0.00145694992248573,1.1965129323645,1.23755153073735,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"BorutaRF","FeatureSelection+Tree",90,0.00208317714636842,0.00162069764638599,0.00071502392998916,0.440271205744407,0.00232785260295491,0.00179996770976653,0.894892203966906,0.900403733684871,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"Ensemble_InvRMSE","Ensemble",90,0.00226603443017469,0.00170751642878995,0.000937060506355461,0.303523789880272,0.00232785260295491,0.00179996770976653,0.973444120687989,0.948637255838013,2,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"Ensemble_Mean","Ensemble",90,0.00227612773036201,0.00170882704095416,0.000946034294816709,0.293679596938207,0.00232785260295491,0.00179996770976653,0.977780005260106,0.949365386768972,3,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"AR(4)","Baseline",90,0.00229166076901428,0.00173011909987038,0.000888603992222181,0.218754251225864,0.00232785260295491,0.00179996770976653,0.984452695203001,0.961194520592143,4,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"RandomForest","Tree",90,0.00229166615154872,0.00177184111343652,0.00102843536008009,0.325386016737969,0.00232785260295491,0.00179996770976653,0.984455007434639,0.984373832831894,5,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"RW","Baseline",90,0.00232785260295491,0.00179996770976653,0.000123442495211614,0.41270599852522,0.00232785260295491,0.00179996770976653,1,1,6,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"Ensemble_Median","Ensemble",90,0.00241485975895046,0.00180579907220279,0.00108240921535932,0.148927750164509,0.00232785260295491,0.00179996770976653,1.03737657439526,1.00323970391503,7,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"XGBoost","Boosting",90,0.00242663273554526,0.00182010133511884,0.00118020717654204,0.197069175595162,0.00232785260295491,0.00179996770976653,1.04243401513694,1.0111855480757,8,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"ElasticNet","Regularization",90,0.0025065036447261,0.00188361098434506,0.00114525660402046,0.0456574747726336,0.00232785260295491,0.00179996770976653,1.07674499731831,1.04646931949095,9,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"LASSO","Regularization",90,0.00250971259551446,0.00189111998578647,0.00114315612119853,0.0441322508078382,0.00232785260295491,0.00179996770976653,1.07812349988513,1.05064106179536,10,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"Ridge","Regularization",90,0.0026806528081643,0.00194606980152193,0.00127077223402325,0.0441255206158055,0.00232785260295491,0.00179996770976653,1.15155607565598,1.08116928485031,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
3,"Factor","Factor",90,0.00285723246229808,0.00197985392008394,0.00101941074006305,0.0168235021425891,0.00232785260295491,0.00179996770976653,1.22741124531303,1.09993857630965,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"BorutaRF","FeatureSelection+Tree",90,0.00217128075380247,0.00167773190974772,0.0006474599257295,0.331277058295236,0.0024906392474478,0.00185756402410411,0.871776495141729,0.90318927798835,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"Ensemble_InvRMSE","Ensemble",90,0.00225747315252061,0.00169014215205502,0.000882551478623178,0.277640611124204,0.0024906392474478,0.00185756402410411,0.906383031919973,0.909870201039323,2,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"Ensemble_Mean","Ensemble",90,0.00225848918858965,0.00169064270586707,0.00089740224053025,0.285872452316285,0.0024906392474478,0.00185756402410411,0.906790973804805,0.910139668904526,3,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"RandomForest","Tree",90,0.00227492392367279,0.00172944459370124,0.000937618692752335,0.288841969842294,0.0024906392474478,0.00185756402410411,0.913389574987204,0.93102825596299,4,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"Ensemble_Median","Ensemble",90,0.0023896973546317,0.00177885506977667,0.00103949784799538,0.108117417761331,0.0024906392474478,0.00185756402410411,0.959471491939455,0.957627864608654,5,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"AR(4)","Baseline",90,0.00241674796275422,0.00180046240812348,0.000961513393111015,-0.076650282945384,0.0024906392474478,0.00185756402410411,0.970332401703984,0.969259947307516,6,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"Factor","Factor",90,0.00241789826431072,0.00180531736730235,0.00099735032418333,0.0863106030247364,0.0024906392474478,0.00185756402410411,0.970794251631739,0.971873563374511,7,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"XGBoost","Boosting",90,0.00244777133582819,0.00184106189953218,0.00112235406681812,0.0467150990005412,0.0024906392474478,0.00185756402410411,0.982788389902901,0.991116255290376,8,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"RW","Baseline",90,0.0024906392474478,0.00185756402410411,0.000213989124830722,0.335252129172606,0.0024906392474478,0.00185756402410411,1,1,9,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"ElasticNet","Regularization",90,0.00249132597674598,0.00183375324596755,0.00105944584277578,0.0403833171772388,0.0024906392474478,0.00185756402410411,1.00027572411335,0.987181718730777,10,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"LASSO","Regularization",90,0.00249150680597936,0.00182558959520296,0.00107678030738856,-0.00703227102357133,0.0024906392474478,0.00185756402410411,1.00034832765622,0.982786903446536,11,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
6,"Ridge","Regularization",90,0.00265805465303471,0.00194342837482002,0.00106010848718289,0.129557103143694,0.0024906392474478,0.00185756402410411,1.06721784608448,1.04622416756662,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"Ensemble_Mean","Ensemble",90,0.00238115180743575,0.00175646473655008,0.000904579433270915,0.0146542727310281,0.00290738013698039,0.00208483937006346,0.819002571128801,0.842494036601302,1,1,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"Ensemble_InvRMSE","Ensemble",90,0.00239353905733619,0.00176573508922861,0.000915191465434105,-0.00879149183046034,0.00290738013698039,0.00208483937006346,0.823263193860202,0.846940591483005,2,2,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"XGBoost","Boosting",90,0.00240121144671906,0.00179775342998654,0.000838749084923002,-0.0579217420655056,0.00290738013698039,0.00208483937006346,0.825902129610393,0.862298293000778,3,7,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"Ensemble_Median","Ensemble",90,0.00243223143093543,0.001780195165248,0.0010764934950874,0.00294732916467721,0.00290738013698039,0.00208483937006346,0.836571523619731,0.853876414082591,4,3,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"LASSO","Regularization",90,0.00243968395549108,0.00178387167533509,0.00112227847981677,0.0387480517894854,0.00290738013698039,0.00208483937006346,0.839134836363344,0.855639864130535,5,5,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"ElasticNet","Regularization",90,0.00244055536448179,0.00178367070019687,0.00112484288345667,0.0386707246929056,0.00290738013698039,0.00208483937006346,0.839434559464436,0.855543465750347,6,4,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"RandomForest","Tree",90,0.00245513595320485,0.00180584972098394,0.000936968036635822,-0.0288251104425609,0.00290738013698039,0.00208483937006346,0.844449586064368,0.86618170536993,7,8,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"Ridge","Regularization",90,0.00245687870303076,0.00178661983494438,0.00112352513372923,0.0302500175499695,0.00290738013698039,0.00208483937006346,0.84504900882431,0.856958027845568,8,6,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"BorutaRF","FeatureSelection+Tree",90,0.00246078375683918,0.00187479343272729,0.000426316228303146,0.0158790192970906,0.00290738013698039,0.00208483937006346,0.846392160949053,0.899250781449999,9,10,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"AR(4)","Baseline",90,0.00251862232519274,0.00183968660211754,0.00115748468570016,-0.091532818973383,0.00290738013698039,0.00208483937006346,0.866285867870235,0.882411675706957,10,9,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"Factor","Factor",90,0.00267250558866766,0.00195661619382931,0.00118120446164678,-0.149801319864631,0.00290738013698039,0.00208483937006346,0.919214365770322,0.938497335538012,11,11,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
12,"RW","Baseline",90,0.00290738013698039,0.00208483937006346,0.000229845905226651,0.0978436626576334,0.00290738013698039,0.00208483937006346,1,1,12,12,"PCEPI","Personal Consumption Expenditures Price Index [PCEPI]"
1,"XGBoost","Boosting",90,0.0189790064049216,0.00839284145206707,-0.00143904956220573,-0.0502777740428489,0.0242372371335034,0.0123125213857162,0.783051562369982,0.681650913662869,1,2,"INDPRO","Industrial Production Index [INDPRO]"
1,"BorutaRF","FeatureSelection+Tree",90,0.0193298954958997,0.00815917881775686,-0.00108777005306747,0.069955546613887,0.0242372371335034,0.0123125213857162,0.797528835049429,0.662673270742283,2,1,"INDPRO","Industrial Production Index [INDPRO]"
1,"RandomForest","Tree",90,0.0202523917164858,0.00874369978587496,-0.000192443745486339,-0.0508709298071652,0.0242372371335034,0.0123125213857162,0.835589948018073,0.710146972497327,3,3,"INDPRO","Industrial Production Index [INDPRO]"
1,"AR(4)","Baseline",90,0.0229340208732075,0.0105235885757875,0.000796435664880366,-0.207024700385684,0.0242372371335034,0.0123125213857162,0.946230824366759,0.854706217038201,4,10,"INDPRO","Industrial Production Index [INDPRO]"
1,"Ensemble_Mean","Ensemble",90,0.0231450256021545,0.00965975198748106,9.66909215981571e-05,-0.0380391377401688,0.0242372371335034,0.0123125213857162,0.954936632202229,0.784547022081713,5,5,"INDPRO","Industrial Production Index [INDPRO]"
1,"Ensemble_InvRMSE","Ensemble",90,0.0234235365624184,0.00968378604413559,0.000157903518420377,-0.0410033557399935,0.0242372371335034,0.0123125213857162,0.966427668029859,0.786499023292644,6,6,"INDPRO","Industrial Production Index [INDPRO]"
1,"RW","Baseline",90,0.0242372371335034,0.0123125213857162,6.19027154463344e-06,0.171700140834273,0.0242372371335034,0.0123125213857162,1,1,7,12,"INDPRO","Industrial Production Index [INDPRO]"
1,"Ensemble_Median","Ensemble",90,0.0248799771745488,0.00958369552665123,0.000163274817292843,-0.0655790802992504,0.0242372371335034,0.0123125213857162,1.02651870085295,0.778369858327255,8,4,"INDPRO","Industrial Production Index [INDPRO]"
1,"ElasticNet","Regularization",90,0.0265078399868899,0.010284876415697,0.00025305551789499,-0.141354549649072,0.0242372371335034,0.0123125213857162,1.09368241276345,0.835318461060987,9,7,"INDPRO","Industrial Production Index [INDPRO]"
1,"LASSO","Regularization",90,0.0266609397678549,0.0104112871994007,0.000110030958877561,-0.142493917783519,0.0242372371335034,0.0123125213857162,1.09999913030521,0.84558530890991,10,8,"INDPRO","Industrial Production Index [INDPRO]"
1,"Ridge","Regularization",90,0.0293235907585943,0.0105133092763532,0.00124034303188858,-0.0580891978238883,0.0242372371335034,0.0123125213857162,1.20985698976638,0.853871351529158,11,9,"INDPRO","Industrial Production Index [INDPRO]"
1,"Factor","Factor",90,0.0326009214209307,0.0114246930898243,0.00118342621005683,0.00997688534337065,0.0242372371335034,0.0123125213857162,1.34507581212159,0.927892243344899,12,11,"INDPRO","Industrial Production Index [INDPRO]"
3,"XGBoost","Boosting",90,0.0188986636355299,0.00830638121684492,-0.00127488538711385,-0.0368190733869516,0.0289500920112682,0.0128220497177866,0.652801505023679,0.647820075547079,1,1,"INDPRO","Industrial Production Index [INDPRO]"
3,"RandomForest","Tree",90,0.0200344419888925,0.00932771764358349,0.000872767644758208,-0.231328435566062,0.0289500920112682,0.0128220497177866,0.692033793229208,0.727474767988473,2,10,"INDPRO","Industrial Production Index [INDPRO]"
3,"BorutaRF","FeatureSelection+Tree",90,0.0200954623991684,0.00913457473342157,-0.000237949536626083,-0.202786710663182,0.0289500920112682,0.0128220497177866,0.694141572722695,0.712411426758873,3,8,"INDPRO","Industrial Production Index [INDPRO]"
3,"Ridge","Regularization",90,0.0202416963950404,0.00885717099507313,-0.000644758028955204,-0.326128478628705,0.0289500920112682,0.0128220497177866,0.699192817320296,0.690776528715729,4,2,"INDPRO","Industrial Production Index [INDPRO]"
3,"ElasticNet","Regularization",90,0.0210650241753878,0.00890792534867371,-0.000443777140171209,-0.281446918158508,0.0289500920112682,0.0128220497177866,0.727632373920909,0.694734893775737,5,3,"INDPRO","Industrial Production Index [INDPRO]"
